window,scale_km,model,persistence
3,9,0.3014035276378749,0.30584989806657426
9,27,0.3233715229069781,0.36372333000842416
25,75,0.37111514626292,0.5030084162631334
49,147,0.4086878402660897,0.6271632812283435
81,243,0.4180273116044678,0.7057664301256917
121,363,0.4131728167451812,0.7553563953642117
