window,scale_km,model,persistence
3,9,0.17489360788348868,0.031241829705212557
9,27,0.1848761121298722,0.03937507676320627
25,75,0.20684041322117694,0.0819366766086954
49,147,0.22708293986111572,0.20373303170618234
81,243,0.23507024197882923,0.36637965833322744
121,363,0.23218279294691027,0.4925367389223633
