window,scale_km,model,persistence
3,9,0.12852256921936955,0.009818935492609628
9,27,0.13845583734936678,0.012223418091883806
25,75,0.1623803738049519,0.022597094259441747
49,147,0.18855125547192184,0.05400271487135899
81,243,0.2058296052866571,0.12260507108539528
121,363,0.21243778867340005,0.22280879603896137
