window,scale_km,model,persistence
3,9,0.13053117722077953,0.008441090360110873
9,27,0.14023991412916992,0.01055665766591824
25,75,0.1635491754103093,0.02086844362792874
49,147,0.18919552046056293,0.052903112910890726
81,243,0.2062297608655283,0.12363043101032582
121,363,0.21261515348277402,0.22875344023438518
