window,scale_km,model,persistence
3,9,0.28243967526839137,0.3112383087501727
9,27,0.3040564048794749,0.3686176410373322
25,75,0.3515881398143703,0.5006563805184338
49,147,0.39093398981446964,0.6155136912709708
81,243,0.4038901751461676,0.6902435280813904
121,363,0.4033908880119677,0.7370608551034452
