window,scale_km,model,persistence
3,9,0.13503697813444868,0.013180708751512706
9,27,0.14619979340206687,0.0184485018536214
25,75,0.1690126022619999,0.047682326819554095
49,147,0.18811271764047782,0.1268263781073072
81,243,0.19570581287729913,0.2410819830576401
121,363,0.19363769689265942,0.33727441438422734
