window,scale_km,model,persistence
3,9,0.1642029666334518,0.03632551265480154
9,27,0.175112762867675,0.045920298644068644
25,75,0.19938657363515222,0.0894370907471994
49,147,0.22168386874651455,0.19009363427456988
81,243,0.23125387578217674,0.323342565763079
121,363,0.22932344556524145,0.43499242380627295
