window,scale_km,model,persistence
3,9,0.15353748242125517,0.0027149742158468185
9,27,0.1644101300993103,0.003588906987110657
25,75,0.18744042068206657,0.007911108024775316
49,147,0.2081987867583253,0.022428543539882963
81,243,0.21893958537504837,0.05790480178944834
121,363,0.22167449791154567,0.11543848145794976
