window,scale_km,model,persistence
3,9,0.1718150454235455,0.032519735049781014
9,27,0.182958756979098,0.04092675675900549
25,75,0.20778015523837898,0.08223777896823527
49,147,0.23052147122084418,0.18589646554190212
81,243,0.23960565956281213,0.3275522243680531
121,363,0.23656040819240706,0.440552489270023
