window,scale_km,model,persistence
3,9,0.2977904454130646,0.33073864164185246
9,27,0.3196200626381239,0.39278151641440723
25,75,0.3668226435180515,0.5299561964828732
49,147,0.40407691100863785,0.6464352419718709
81,243,0.4150076399881795,0.718377550200436
121,363,0.412534850441658,0.7605077958963858
