lead_time_min,radius_km,threshold,youden_j,tpr,fpr,hits,misses,false_alarms,correct_negatives,POD,FAR,n_total
90,50,0.06501609086990356,0.25891951999208945,0.6850556438791733,0.42613612388708383,4309,1981,10099,13600,0.6850556438791733,0.700930038867296,29989
