lead_time_min,radius_km,threshold,youden_j,tpr,fpr,hits,misses,false_alarms,correct_negatives,POD,FAR,n_total
30,30,0.04729120060801506,0.1968936183205972,0.545615589016829,0.34872197069623184,616,513,9782,18269,0.545615589016829,0.9407578380457781,29180
