lead_time_min,radius_km,threshold,youden_j,tpr,fpr,hits,misses,false_alarms,correct_negatives,POD,FAR,n_total
60,30,0.05687689781188965,0.20635109630426873,0.5900396968603392,0.38368860055607046,1635,1136,8280,13300,0.5900396968603392,0.8350983358547656,24351
