lead_time_min,radius_km,threshold,youden_j,tpr,fpr,hits,misses,false_alarms,correct_negatives,POD,FAR,n_total
120,30,0.07109064608812332,0.2725535592285258,0.6712112230784429,0.39865766384991713,3397,1664,9860,14873,0.6712112230784429,0.7437580146337783,29794
