lead_time_min,radius_km,threshold,youden_j,tpr,fpr,hits,misses,false_alarms,correct_negatives,POD,FAR,n_total
90,30,0.05860919877886772,0.24886142392149674,0.6742215632281297,0.4253601393066329,3183,1538,10748,14520,0.6742215632281297,0.7715167611801019,29989
