lead_time_min,radius_km,threshold,youden_j,tpr,fpr,hits,misses,false_alarms,correct_negatives,POD,FAR,n_total
120,50,0.06314422935247421,0.28958649590068597,0.7387375236039925,0.4491510277033065,5477,1937,10052,12328,0.7387375236039925,0.6473050421791486,29794
