lead_time_min,radius_km,threshold,youden_j,tpr,fpr,hits,misses,false_alarms,correct_negatives,POD,FAR,n_total
30,50,0.06191438436508179,0.21587931266508104,0.5377417342482844,0.3218624215832034,862,741,8876,18701,0.5377417342482844,0.911480796878209,29180
